Province_State;Country_Region;Confirmed;Deaths;Recovered;Active
South Carolina;US;1870;60;0;1810
South Carolina;US;15049;352;0;14697
South Carolina;US;5503;119;0;5384
South Carolina;US;55887;711;0;55176
South Carolina;US;6194;128;0;6066
South Carolina;US;1514;39;0;1475
South Carolina;US;29001;435;0;28566
South Carolina;US;1876;36;0;1840
South Carolina;US;5592;94;0;5498
South Carolina;US;7863;116;0;7747
South Carolina;US;5487;123;0;5364
South Carolina;US;1621;50;0;1571
South Carolina;US;24661;365;0;24296
South Carolina;US;2887;86;0;2801
South Carolina;US;2636;42;0;2594
South Carolina;US;711;17;0;694
South Carolina;US;3774;79;0;3695
South Carolina;US;7558;95;0;7463
South Carolina;US;7517;180;0;7337
South Carolina;US;14697;215;0;14482
South Carolina;US;35846;424;0;35422
South Carolina;US;1354;33;0;1321
South Carolina;US;29901;561;0;29340
South Carolina;US;8153;141;0;8012
South Carolina;US;0;0;0;0
South Carolina;US;2237;61;0;2176
South Carolina;US;3309;72;0;3237
South Carolina;US;22190;254;0;21936
South Dakota;US;451;16;0;435
South Dakota;US;2609;39;0;2570
South Dakota;US;377;9;0;368
South Dakota;US;1500;25;0;1475
South Dakota;US;3422;34;0;3388
South Dakota;US;4937;80;0;4857
South Dakota;US;679;8;0;671
South Dakota;US;420;13;0;407
South Dakota;US;956;20;0;936
South Dakota;US;126;4;0;122
South Dakota;US;1229;18;0;1211
South Dakota;US;339;4;0;335
South Dakota;US;1754;16;0;1738
South Dakota;US;3750;74;0;3676
South Dakota;US;461;11;0;450
South Dakota;US;726;11;0;715
South Dakota;US;2899;59;0;2840
South Dakota;US;609;27;0;582
South Dakota;US;458;8;0;450
South Dakota;US;1389;20;0;1369
South Dakota;US;413;9;0;404
South Dakota;US;460;9;0;451
South Dakota;US;505;14;0;491
South Dakota;US;337;13;0;324
South Dakota;US;920;37;0;883
South Dakota;US;500;27;0;473
South Dakota;US;240;9;0;231
South Dakota;US;669;38;0;631
South Dakota;US;320;5;0;315
South Dakota;US;334;4;0;330
South Dakota;US;90;1;0;89
South Dakota;US;2209;33;0;2176
South Dakota;US;758;23;0;735
South Dakota;US;134;1;0;133
South Dakota;US;268;13;0;255
South Dakota;US;266;16;0;250
South Dakota;US;82;0;0;82
South Dakota;US;606;13;0;593
South Dakota;US;1141;17;0;1124
South Dakota;US;2751;41;0;2710
South Dakota;US;7457;74;0;7383
South Dakota;US;590;10;0;580
South Dakota;US;287;5;0;282
South Dakota;US;718;23;0;695
South Dakota;US;234;4;0;230
South Dakota;US;2476;30;0;2446
South Dakota;US;239;2;0;237
South Dakota;US;266;7;0;259
South Dakota;US;26993;311;0;26682
South Dakota;US;602;16;0;586
South Dakota;US;2038;43;0;1995
South Dakota;US;12370;171;0;12199
South Dakota;US;338;12;0;326
South Dakota;US;345;3;0;342
South Dakota;US;1109;35;0;1074
South Dakota;US;324;3;0;321
South Dakota;US;762;25;0;737
South Dakota;US;316;2;0;314
South Dakota;US;135;3;0;132
South Dakota;US;1212;25;0;1187
South Dakota;US;655;15;0;640
South Dakota;US;1042;50;0;992
South Dakota;US;0;0;0;0
South Dakota;US;1868;38;0;1830
South Dakota;US;700;15;0;685
South Dakota;US;2745;28;0;2717
South Dakota;US;335;9;0;326
Tennessee;US;7239;128;0;7111
Tennessee;US;5547;100;0;5447
Tennessee;US;1373;35;0;1338
Tennessee;US;1831;11;0;1820
Tennessee;US;12645;143;0;12502
Tennessee;US;11580;111;0;11469
Tennessee;US;3470;44;0;3426
Tennessee;US;1654;24;0;1630
Tennessee;US;3283;68;0;3215
Tennessee;US;5317;132;0;5185
Tennessee;US;3609;33;0;3576
Tennessee;US;1847;42;0;1805
Tennessee;US;2414;43;0;2371
Tennessee;US;979;27;0;952
Tennessee;US;3695;71;0;3624
Tennessee;US;5907;99;0;5808
Tennessee;US;1861;39;0;1822
Tennessee;US;5658;86;0;5572
Tennessee;US;74925;731;0;74194
Tennessee;US;2527;46;0;2481
Tennessee;US;1511;29;0;1482
Tennessee;US;5760;87;0;5673
Tennessee;US;4976;87;0;4889
Tennessee;US;4254;59;0;4195
Tennessee;US;2208;39;0;2169
Tennessee;US;4367;70;0;4297
Tennessee;US;5884;122;0;5762
Tennessee;US;3423;79;0;3344
Tennessee;US;2226;43;0;2183
Tennessee;US;6883;121;0;6762
Tennessee;US;1478;24;0;1454
Tennessee;US;7425;144;0;7281
Tennessee;US;37038;362;0;36676
Tennessee;US;440;7;0;433
Tennessee;US;3216;57;0;3159
Tennessee;US;3110;55;0;3055
Tennessee;US;4793;84;0;4709
Tennessee;US;2520;57;0;2463
Tennessee;US;3444;65;0;3379
Tennessee;US;2751;63;0;2688
Tennessee;US;2346;38;0;2308
Tennessee;US;962;26;0;936
Tennessee;US;1415;18;0;1397
Tennessee;US;1089;25;0;1064
Tennessee;US;5129;84;0;5045
Tennessee;US;2098;36;0;2062
Tennessee;US;41438;494;0;40944
Tennessee;US;1652;22;0;1630
Tennessee;US;3038;36;0;3002
Tennessee;US;5370;73;0;5297
Tennessee;US;1351;21;0;1330
Tennessee;US;3969;53;0;3916
Tennessee;US;5266;58;0;5208
Tennessee;US;3005;56;0;2949
Tennessee;US;9600;196;0;9404
Tennessee;US;2406;36;0;2370
Tennessee;US;3683;45;0;3638
Tennessee;US;11640;141;0;11499
Tennessee;US;5395;79;0;5316
Tennessee;US;2552;44;0;2508
Tennessee;US;1224;18;0;1206
Tennessee;US;4864;67;0;4797
Tennessee;US;15765;164;0;15601
Tennessee;US;855;11;0;844
Tennessee;US;2019;18;0;2001
Tennessee;US;4137;86;0;4051
Tennessee;US;16639;93;0;16546
Tennessee;US;2647;46;0;2601
Tennessee;US;978;25;0;953
Tennessee;US;706;21;0;685
Tennessee;US;1563;19;0;1544
Tennessee;US;10395;158;0;10237
Tennessee;US;3993;63;0;3930
Tennessee;US;5471;91;0;5380
Tennessee;US;8119;93;0;8026
Tennessee;US;35110;315;0;34795
Tennessee;US;2363;34;0;2329
Tennessee;US;1461;22;0;1439
Tennessee;US;11121;134;0;10987
Tennessee;US;80954;1262;0;79692
Tennessee;US;2392;30;0;2362
Tennessee;US;1153;23;0;1130
Tennessee;US;13281;237;0;13044
Tennessee;US;19283;258;0;19025
Tennessee;US;6546;82;0;6464
Tennessee;US;2329;17;0;2312
Tennessee;US;24766;170;0;24596
Tennessee;US;1722;47;0;1675
Tennessee;US;1508;25;0;1483
Tennessee;US;681;10;0;671
Tennessee;US;5202;62;0;5140
Tennessee;US;12430;219;0;12211
Tennessee;US;2751;26;0;2725
Tennessee;US;3527;52;0;3475
Tennessee;US;3224;52;0;3172
Tennessee;US;22987;171;0;22816
Tennessee;US;15223;181;0;15042
Texas;US;5817;88;0;5729
Texas;US;1649;40;0;1609
Texas;US;7121;217;0;6904
Texas;US;1006;31;0;975
Texas;US;747;10;0;737
Texas;US;139;6;0;133
Texas;US;4589;105;0;4484
Texas;US;1586;26;0;1560
Texas;US;765;16;0;749
Texas;US;1014;22;0;992
Texas;US;5031;65;0;4966
Texas;US;288;11;0;277
Texas;US;3265;56;0;3209
Texas;US;18729;265;0;18464
Texas;US;173154;2348;0;170806
Texas;US;363;13;0;350
Texas;US;17;0;0;17
Texas;US;1040;24;0;1016
Texas;US;5872;156;0;5716
Texas;US;28981;308;0;28673
Texas;US;18804;182;0;18622
Texas;US;829;8;0;821
Texas;US;121;4;0;117
Texas;US;726;31;0;695
Texas;US;3781;89;0;3692
Texas;US;1179;25;0;1154
Texas;US;2354;42;0;2312
Texas;US;2904;67;0;2837
Texas;US;1588;13;0;1575
Texas;US;1063;32;0;1031
Texas;US;35590;1296;0;34294
Texas;US;1062;34;0;1028
Texas;US;346;12;0;334
Texas;US;1621;68;0;1553
Texas;US;849;25;0;824
Texas;US;3721;17;0;3704
Texas;US;3773;103;0;3670
Texas;US;1313;13;0;1300
Texas;US;944;15;0;929
Texas;US;226;13;0;213
Texas;US;439;11;0;428
Texas;US;634;23;0;611
Texas;US;72705;577;0;72128
Texas;US;249;8;0;241
Texas;US;1380;21;0;1359
Texas;US;8130;226;0;7904
Texas;US;1145;41;0;1104
Texas;US;278;5;0;273
Texas;US;3137;55;0;3082
Texas;US;4522;57;0;4465
Texas;US;180;7;0;173
Texas;US;501;11;0;490
Texas;US;518;15;0;503
Texas;US;433;24;0;409
Texas;US;330;7;0;323
Texas;US;561;21;0;540
Texas;US;258517;2819;0;255698
Texas;US;1678;66;0;1612
Texas;US;1696;54;0;1642
Texas;US;2486;61;0;2425
Texas;US;253;7;0;246
Texas;US;53554;518;0;53036
Texas;US;138;7;0;131
Texas;US;1269;18;0;1251
Texas;US;328;12;0;316
Texas;US;1124;34;0;1090
Texas;US;1071;29;0;1042
Texas;US;13527;295;0;13232
Texas;US;231;4;0;227
Texas;US;113637;2116;0;111521
Texas;US;18561;232;0;18329
Texas;US;3672;52;0;3620
Texas;US;1382;26;0;1356
Texas;US;2821;80;0;2741
Texas;US;1594;48;0;1546
Texas;US;283;12;0;271
Texas;US;689;29;0;660
Texas;US;98;6;0;92
Texas;US;49992;480;0;49512
Texas;US;604;19;0;585
Texas;US;1029;33;0;996
Texas;US;2392;29;0;2363
Texas;US;1382;36;0;1346
Texas;US;30529;290;0;30239
Texas;US;309;18;0;291
Texas;US;2163;42;0;2121
Texas;US;107;2;0;105
Texas;US;362;9;0;353
Texas;US;2334;37;0;2297
Texas;US;1853;47;0;1806
Texas;US;9728;259;0;9469
Texas;US;9724;255;0;9469
Texas;US;1958;55;0;1903
Texas;US;11465;152;0;11313
Texas;US;5825;146;0;5679
Texas;US;379;13;0;366
Texas;US;592;23;0;569
Texas;US;732;18;0;714
Texas;US;339;12;0;327
Texas;US;4390;79;0;4311
Texas;US;317654;4257;0;313397
Texas;US;4031;81;0;3950
Texas;US;381;2;0;379
Texas;US;400;19;0;381
Texas;US;16383;186;0;16197
Texas;US;526;2;0;524
Texas;US;4905;128;0;4777
Texas;US;63551;2427;0;61124
Texas;US;2502;62;0;2440
Texas;US;2126;96;0;2030
Texas;US;5653;99;0;5554
Texas;US;2639;93;0;2546
Texas;US;1438;33;0;1405
Texas;US;4400;87;0;4313
Texas;US;523;9;0;514
Texas;US;4855;126;0;4729
Texas;US;1376;62;0;1314
Texas;US;92;1;0;91
Texas;US;569;13;0;556
Texas;US;1505;25;0;1480
Texas;US;2128;61;0;2067
Texas;US;127;1;0;126
Texas;US;16928;302;0;16626
Texas;US;547;13;0;534
Texas;US;3703;74;0;3629
Texas;US;16483;268;0;16215
Texas;US;2681;40;0;2641
Texas;US;1571;27;0;1544
Texas;US;13005;182;0;12823
Texas;US;2308;50;0;2258
Texas;US;31;2;0;29
Texas;US;71;1;0;70
Texas;US;3576;74;0;3502
Texas;US;235;6;0;229
Texas;US;13;0;0;13
Texas;US;322;4;0;318
Texas;US;2227;71;0;2156
Texas;US;231;12;0;219
Texas;US;810;19;0;791
Texas;US;5197;125;0;5072
Texas;US;1853;77;0;1776
Texas;US;1091;20;0;1071
Texas;US;2064;64;0;2000
Texas;US;1307;36;0;1271
Texas;US;916;33;0;883
Texas;US;5874;132;0;5742
Texas;US;1520;49;0;1471
Texas;US;274;11;0;263
Texas;US;1053;17;0;1036
Texas;US;920;35;0;885
Texas;US;1;0;0;1
Texas;US;46862;692;0;46170
Texas;US;594;18;0;576
Texas;US;1202;23;0;1179
Texas;US;450;21;0;429
Texas;US;574;18;0;556
Texas;US;338;4;0;334
Texas;US;2785;81;0;2704
Texas;US;9388;244;0;9144
Texas;US;493;14;0;479
Texas;US;23200;379;0;22821
Texas;US;73;3;0;70
Texas;US;3727;74;0;3653
Texas;US;200;5;0;195
Texas;US;15341;219;0;15122
Texas;US;1992;29;0;1963
Texas;US;406;19;0;387
Texas;US;564;25;0;539
Texas;US;1848;52;0;1796
Texas;US;39241;383;0;38858
Texas;US;2164;60;0;2104
Texas;US;729;20;0;709
Texas;US;80;7;0;73
Texas;US;3730;126;0;3604
Texas;US;5312;88;0;5224
Texas;US;523;22;0;501
Texas;US;1461;43;0;1418
Texas;US;35107;655;0;34452
Texas;US;995;21;0;974
Texas;US;192;2;0;190
Texas;US;6521;93;0;6428
Texas;US;2561;54;0;2507
Texas;US;1335;51;0;1284
Texas;US;12949;132;0;12817
Texas;US;1140;34;0;1106
Texas;US;1370;29;0;1341
Texas;US;2686;78;0;2608
Texas;US;16428;366;0;16062
Texas;US;695;22;0;673
Texas;US;687;21;0;666
Texas;US;15705;238;0;15467
Texas;US;360;8;0;352
Texas;US;288;12;0;276
Texas;US;596;32;0;564
Texas;US;1578;36;0;1542
Texas;US;578;17;0;561
Texas;US;53;1;0;52
Texas;US;1133;29;0;1104
Texas;US;9337;100;0;9237
Texas;US;1191;31;0;1160
Texas;US;3356;79;0;3277
Texas;US;470;32;0;438
Texas;US;511;28;0;483
Texas;US;755;22;0;733
Texas;US;3751;119;0;3632
Texas;US;575;17;0;558
Texas;US;217;6;0;211
Texas;US;2373;52;0;2321
Texas;US;230;1;0;229
Texas;US;1398;49;0;1349
Texas;US;129;11;0;118
Texas;US;17291;346;0;16945
Texas;US;981;9;0;972
Texas;US;8393;232;0;8161
Texas;US;709;21;0;688
Texas;US;102;4;0;98
Texas;US;147;5;0;142
Texas;US;434;6;0;428
Texas;US;716;15;0;701
Texas;US;216910;2160;0;214750
Texas;US;14396;311;0;14085
Texas;US;78;2;0;76
Texas;US;1630;50;0;1580
Texas;US;68;5;0;63
Texas;US;3298;65;0;3233
Texas;US;15689;222;0;15467
Texas;US;68731;727;0;68004
Texas;US;575;19;0;556
Texas;US;1088;26;0;1062
Texas;US;0;0;0;0
Texas;US;2872;46;0;2826
Texas;US;349;7;0;342
Texas;US;3156;50;0;3106
Texas;US;7072;178;0;6894
Texas;US;3493;91;0;3402
Texas;US;7317;149;0;7168
Texas;US;7710;103;0;7607
Texas;US;3002;32;0;2970
Texas;US;1037;16;0;1021
Texas;US;1770;73;0;1697
Texas;US;40054;553;0;39501
Texas;US;3394;90;0;3304
Texas;US;449;9;0;440
Texas;US;13883;295;0;13588
Texas;US;1775;47;0;1728
Texas;US;2187;71;0;2116
Texas;US;35657;321;0;35336
Texas;US;3394;47;0;3347
Texas;US;674;17;0;657
Texas;US;6135;98;0;6037
Texas;US;2900;98;0;2802
Texas;US;848;25;0;823
Texas;US;1903;35;0;1868
Texas;US;1523;23;0;1500
Texas;US;1545;30;0;1515
Utah;US;18580;60;0;18520
Utah;US;7735;47;0;7688
Utah;US;32045;120;0;31925
Utah;US;130042;679;0;129363
Utah;US;1756;36;0;1720
Utah;US;2582;17;0;2565
Utah;US;24720;204;0;24516
Utah;US;4600;7;0;4593
Utah;US;5920;23;0;5897
Utah;US;3185;27;0;3158
Utah;US;809;0;0;809
Utah;US;84439;286;0;84153
Utah;US;4074;16;0;4058
Utah;US;26137;143;0;25994
Vermont;US;592;7;0;585
Vermont;US;1081;4;0;1077
Vermont;US;328;4;0;324
Vermont;US;4066;80;0;3986
Vermont;US;130;0;0;130
Vermont;US;793;34;0;759
Vermont;US;85;0;0;85
Vermont;US;357;2;0;355
Vermont;US;424;1;0;423
Vermont;US;358;5;0;353
Vermont;US;869;9;0;860
Vermont;US;12;0;0;12
Vermont;US;1217;12;0;1205
Vermont;US;800;10;0;790
Vermont;US;853;6;0;847
Virgin Islands;US;2398;24;0;2374
Virginia;US;2342;31;0;2311
Virginia;US;3924;35;0;3889
Virginia;US;9435;104;0;9331
Virginia;US;1122;31;0;1091
Virginia;US;640;10;0;630
Virginia;US;2380;11;0;2369
Virginia;US;1241;8;0;1233
Virginia;US;11691;201;0;11490
Virginia;US;4754;48;0;4706
Virginia;US;240;8;0;232
Virginia;US;5171;39;0;5132
Virginia;US;603;9;0;594
Virginia;US;1866;21;0;1845
Virginia;US;1182;24;0;1158
Virginia;US;1089;9;0;1080
Virginia;US;1162;32;0;1130
Virginia;US;1856;17;0;1839
Virginia;US;748;12;0;736
Virginia;US;3522;31;0;3491
Virginia;US;1576;13;0;1563
Virginia;US;1978;56;0;1922
Virginia;US;342;9;0;333
Virginia;US;625;10;0;615
Virginia;US;2740;39;0;2701
Virginia;US;15436;136;0;15300
Virginia;US;19150;203;0;18947
Virginia;US;674;8;0;666
Virginia;US;1043;31;0;1012
Virginia;US;565;4;0;561
Virginia;US;215;3;0;212
Virginia;US;3743;34;0;3709
Virginia;US;325;4;0;321
Virginia;US;3655;66;0;3589
Virginia;US;819;14;0;805
Virginia;US;1482;18;0;1464
Virginia;US;559;32;0;527
Virginia;US;533;4;0;529
Virginia;US;59481;784;0;58697
Virginia;US;427;12;0;415
Virginia;US;291;6;0;285
Virginia;US;3476;33;0;3443
Virginia;US;679;18;0;661
Virginia;US;1150;13;0;1137
Virginia;US;3348;34;0;3314
Virginia;US;859;21;0;838
Virginia;US;6000;45;0;5955
Virginia;US;1522;14;0;1508
Virginia;US;955;39;0;916
Virginia;US;928;7;0;921
Virginia;US;1501;27;0;1474
Virginia;US;1035;8;0;1027
Virginia;US;1037;26;0;1011
Virginia;US;848;5;0;843
Virginia;US;1312;18;0;1294
Virginia;US;2005;52;0;1953
Virginia;US;7174;66;0;7108
Virginia;US;5843;101;0;5742
Virginia;US;5305;61;0;5244
Virginia;US;18463;344;0;18119
Virginia;US;3747;74;0;3673
Virginia;US;81;0;0;81
Virginia;US;1745;17;0;1728
Virginia;US;2179;38;0;2141
Virginia;US;3454;39;0;3415
Virginia;US;1225;11;0;1214
Virginia;US;718;5;0;713
Virginia;US;251;3;0;248
Virginia;US;563;3;0;560
Virginia;US;2146;37;0;2109
Virginia;US;809;18;0;791
Virginia;US;20384;181;0;20203
Virginia;US;1502;12;0;1490
Virginia;US;566;4;0;562
Virginia;US;6173;71;0;6102
Virginia;US;473;6;0;467
Virginia;US;3696;33;0;3663
Virginia;US;1070;8;0;1062
Virginia;US;1374;36;0;1338
Virginia;US;441;6;0;435
Virginia;US;1787;46;0;1741
Virginia;US;410;16;0;394
Virginia;US;6323;64;0;6259
Virginia;US;640;6;0;634
Virginia;US;1053;7;0;1046
Virginia;US;9772;97;0;9675
Virginia;US;12850;142;0;12708
Virginia;US;632;33;0;599
Virginia;US;582;13;0;569
Virginia;US;233;2;0;231
Virginia;US;1649;27;0;1622
Virginia;US;1516;18;0;1498
Virginia;US;1655;40;0;1615
Virginia;US;1063;29;0;1034
Virginia;US;2634;37;0;2597
Virginia;US;4132;46;0;4086
Virginia;US;599;8;0;591
Virginia;US;6547;97;0;6450
Virginia;US;1330;7;0;1323
Virginia;US;1709;20;0;1689
Virginia;US;2544;10;0;2534
Virginia;US;35245;313;0;34932
Virginia;US;2167;45;0;2122
Virginia;US;1796;9;0;1787
Virginia;US;263;2;0;261
Virginia;US;1220;7;0;1213
Virginia;US;12757;132;0;12625
Virginia;US;6485;78;0;6407
Virginia;US;6928;119;0;6809
Virginia;US;1072;29;0;1043
Virginia;US;5537;74;0;5463
Virginia;US;1908;22;0;1886
Virginia;US;1736;33;0;1703
Virginia;US;1499;44;0;1455
Virginia;US;3407;94;0;3313
Virginia;US;2409;75;0;2334
Virginia;US;1710;46;0;1664
Virginia;US;7194;82;0;7112
Virginia;US;7956;48;0;7908
Virginia;US;2208;52;0;2156
Virginia;US;5810;112;0;5698
Virginia;US;324;5;0;319
Virginia;US;996;16;0;980
Virginia;US;2958;33;0;2925
Virginia;US;0;0;0;0
Virginia;US;26211;206;0;26005
Virginia;US;1999;37;0;1962
Virginia;US;4057;79;0;3978
Virginia;US;1855;25;0;1830
Virginia;US;1018;16;0;1002
Virginia;US;444;9;0;435
Virginia;US;2287;20;0;2267
Virginia;US;2654;84;0;2570
Virginia;US;1797;36;0;1761
Virginia;US;2548;16;0;2532
Washington;US;1798;19;0;1779
Washington;US;1228;26;0;1202
Washington;US;14315;189;0;14126
Washington;US;5725;49;0;5676
Washington;US;897;5;0;892
Washington;US;17508;189;0;17319
Washington;US;97;4;0;93
Washington;US;3743;43;0;3700
Washington;US;3018;19;0;2999
Washington;US;199;4;0;195
Washington;US;10166;90;0;10076
Washington;US;103;4;0;99
Washington;US;7133;58;0;7075
Washington;US;3012;33;0;2979
Washington;US;1184;22;0;1162
Washington;US;292;2;0;290
Washington;US;78010;1242;0;76768
Washington;US;5144;67;0;5077
Washington;US;2069;30;0;2039
Washington;US;607;5;0;602
Washington;US;3320;37;0;3283
Washington;US;309;4;0;305
Washington;US;2119;17;0;2102
Washington;US;2030;34;0;1996
Washington;US;662;8;0;654
Washington;US;563;5;0;558
Washington;US;33995;467;0;33528
Washington;US;94;0;0;94
Washington;US;4088;50;0;4038
Washington;US;240;1;0;239
Washington;US;27744;489;0;27255
Washington;US;33359;464;0;32895
Washington;US;1465;21;0;1444
Washington;US;6380;67;0;6313
Washington;US;1442;4;0;1438
Washington;US;69;0;0;69
Washington;US;4386;49;0;4337
Washington;US;5546;64;0;5482
Washington;US;3157;36;0;3121
Washington;US;24381;368;0;24013
West Virginia;US;1106;18;0;1088
West Virginia;US;8940;83;0;8857
West Virginia;US;1428;30;0;1398
West Virginia;US;744;1;0;743
West Virginia;US;1910;48;0;1862
West Virginia;US;7100;145;0;6955
West Virginia;US;214;0;0;214
West Virginia;US;352;4;0;348
West Virginia;US;406;5;0;401
West Virginia;US;2388;65;0;2323
West Virginia;US;587;6;0;581
West Virginia;US;1000;20;0;980
West Virginia;US;2253;49;0;2204
West Virginia;US;1395;28;0;1367
West Virginia;US;2485;82;0;2403
West Virginia;US;1219;16;0;1203
West Virginia;US;4457;56;0;4401
West Virginia;US;1573;45;0;1528
West Virginia;US;3351;34;0;3317
West Virginia;US;11088;263;0;10825
West Virginia;US;851;12;0;839
West Virginia;US;1129;12;0;1117
West Virginia;US;2433;69;0;2364
West Virginia;US;3364;25;0;3339
West Virginia;US;2816;63;0;2753
West Virginia;US;1634;31;0;1603
West Virginia;US;1256;13;0;1243
West Virginia;US;3914;91;0;3823
West Virginia;US;2488;75;0;2413
West Virginia;US;1925;21;0;1904
West Virginia;US;7114;60;0;7054
West Virginia;US;885;11;0;874
West Virginia;US;880;11;0;869
West Virginia;US;1055;11;0;1044
West Virginia;US;3397;63;0;3334
West Virginia;US;567;4;0;563
West Virginia;US;772;15;0;757
West Virginia;US;556;9;0;547
West Virginia;US;2425;38;0;2387
West Virginia;US;3835;68;0;3767
West Virginia;US;4186;44;0;4142
West Virginia;US;2209;9;0;2200
West Virginia;US;565;8;0;557
West Virginia;US;464;6;0;458
West Virginia;US;671;21;0;650
West Virginia;US;1017;17;0;1000
West Virginia;US;457;7;0;450
West Virginia;US;573;4;0;569
West Virginia;US;0;0;0;0
West Virginia;US;1492;23;0;1469
West Virginia;US;2372;28;0;2344
West Virginia;US;257;0;0;257
West Virginia;US;1005;18;0;987
West Virginia;US;328;2;0;326
West Virginia;US;6530;109;0;6421
West Virginia;US;1583;28;0;1555
Wisconsin;US;1660;14;0;1646
Wisconsin;US;1208;16;0;1192
Wisconsin;US;5260;71;0;5189
Wisconsin;US;1090;18;0;1072
Wisconsin;US;31385;217;0;31168
Wisconsin;US;1295;7;0;1288
Wisconsin;US;1226;23;0;1203
Wisconsin;US;5727;41;0;5686
Wisconsin;US;6971;82;0;6889
Wisconsin;US;3471;60;0;3411
Wisconsin;US;5204;51;0;5153
Wisconsin;US;1686;16;0;1670
Wisconsin;US;39460;272;0;39188
Wisconsin;US;11871;165;0;11706
Wisconsin;US;2544;23;0;2521
Wisconsin;US;4111;32;0;4079
Wisconsin;US;4371;26;0;4345
Wisconsin;US;10856;108;0;10748
Wisconsin;US;458;12;0;446
Wisconsin;US;12484;93;0;12391
Wisconsin;US;980;25;0;955
Wisconsin;US;5136;84;0;5052
Wisconsin;US;2829;19;0;2810
Wisconsin;US;1902;18;0;1884
Wisconsin;US;1878;10;0;1868
Wisconsin;US;588;36;0;552
Wisconsin;US;2587;22;0;2565
Wisconsin;US;8402;77;0;8325
Wisconsin;US;2963;18;0;2945
Wisconsin;US;16167;284;0;15883
Wisconsin;US;2509;27;0;2482
Wisconsin;US;12343;73;0;12270
Wisconsin;US;1521;8;0;1513
Wisconsin;US;2041;43;0;1998
Wisconsin;US;2992;72;0;2920
Wisconsin;US;7984;75;0;7909
Wisconsin;US;14609;201;0;14408
Wisconsin;US;4275;62;0;4213
Wisconsin;US;1434;26;0;1408
Wisconsin;US;785;11;0;774
Wisconsin;US;103280;1164;0;102116
Wisconsin;US;4167;31;0;4136
Wisconsin;US;4566;54;0;4512
Wisconsin;US;3324;61;0;3263
Wisconsin;US;20522;188;0;20334
Wisconsin;US;8201;78;0;8123
Wisconsin;US;796;7;0;789
Wisconsin;US;4141;38;0;4103
Wisconsin;US;3645;42;0;3603
Wisconsin;US;6637;62;0;6575
Wisconsin;US;1191;7;0;1184
Wisconsin;US;22309;327;0;21982
Wisconsin;US;1263;13;0;1250
Wisconsin;US;15210;157;0;15053
Wisconsin;US;1268;16;0;1252
Wisconsin;US;5306;42;0;5264
Wisconsin;US;1447;17;0;1430
Wisconsin;US;4984;80;0;4904
Wisconsin;US;13127;121;0;13006
Wisconsin;US;7628;45;0;7583
Wisconsin;US;1967;29;0;1938
Wisconsin;US;3361;38;0;3323
Wisconsin;US;0;0;0;0
Wisconsin;US;1795;37;0;1758
Wisconsin;US;2067;34;0;2033
Wisconsin;US;10855;132;0;10723
Wisconsin;US;1302;20;0;1282
Wisconsin;US;14952;131;0;14821
Wisconsin;US;42919;485;0;42434
Wisconsin;US;5465;147;0;5318
Wisconsin;US;2308;27;0;2281
Wisconsin;US;19048;188;0;18860
Wisconsin;US;6826;78;0;6748
Wyoming;US;3779;11;0;3768
Wyoming;US;976;28;0;948
Wyoming;US;4624;53;0;4571
Wyoming;US;1206;18;0;1188
Wyoming;US;903;14;0;889
Wyoming;US;414;10;0;404
Wyoming;US;4460;77;0;4383
Wyoming;US;1121;20;0;1101
Wyoming;US;354;3;0;351
Wyoming;US;613;9;0;604
Wyoming;US;7995;87;0;7908
Wyoming;US;1135;11;0;1124
Wyoming;US;7513;117;0;7396
Wyoming;US;146;2;0;144
Wyoming;US;2541;20;0;2521
Wyoming;US;557;11;0;546
Wyoming;US;2884;19;0;2865
Wyoming;US;650;7;0;643
Wyoming;US;3486;32;0;3454
Wyoming;US;3116;6;0;3110
Wyoming;US;1963;12;0;1951
Wyoming;US;0;0;0;0
Wyoming;US;866;25;0;841
Wyoming;US;610;4;0;606
Uganda;Uganda;39579;324;14179;25076
Cherkasy Oblast;Ukraine;45690;547;40409;4734
Chernihiv Oblast;Ukraine;33836;641;26615;6580
Chernivtsi Oblast;Ukraine;45517;873;38900;5744
Crimea Republic*;Ukraine;32387;760;26669;4958
Dnipropetrovsk Oblast;Ukraine;67713;1815;60200;5698
Donetsk Oblast;Ukraine;44103;902;39471;3730
Ivano-Frankivsk Oblast;Ukraine;48606;941;42798;4867
Kharkiv Oblast;Ukraine;77942;1368;69279;7295
Kherson Oblast;Ukraine;20727;578;17727;2422
Khmelnytskyi Oblast;Ukraine;43948;785;40642;2521
Kiev;Ukraine;128389;2365;68558;57466
Kiev Oblast;Ukraine;69225;1132;56933;11160
Kirovohrad Oblast;Ukraine;9806;325;6921;2560
Luhansk Oblast;Ukraine;13918;397;11677;1844
Lviv Oblast;Ukraine;71186;2079;60958;8149
Mykolaiv Oblast;Ukraine;38938;671;26998;11269
Odessa Oblast;Ukraine;81391;1313;71782;8296
Poltava Oblast;Ukraine;43141;885;39261;2995
Rivne Oblast;Ukraine;45901;570;42915;2416
Sevastopol*;Ukraine;9704;393;8724;587
Sumy Oblast;Ukraine;45858;617;42418;2823
Ternopil Oblast;Ukraine;37809;527;35010;2272
Vinnytsia Oblast;Ukraine;27078;505;22914;3659
Volyn Oblast;Ukraine;36818;578;34143;2097
